name,train_val_test,character
Anim_02648,0,nan
Anim_02649,0,nan
Anim_02650,0,nan
Anim_02651,0,nan
Anim_02652,0,nan
Anim_02653,0,nan
Anim_02654,0,nan
Anim_02655,0,nan
Anim_02656,0,nan
Anim_02657,0,nan
Anim_02658,0,nan
Anim_02659,0,nan
Anim_02660,0,nan
Anim_02661,1,nan
Anim_02662,0,nan
Anim_02663,0,nan
Anim_02664,0,nan
Anim_02665,0,nan
Anim_02666,0,nan
Anim_02667,0,nan
Anim_02668,0,nan
Anim_02669,0,nan
Anim_02670,0,nan
Anim_02671,1,nan
Anim_02672,0,nan
Anim_02673,0,nan
Anim_02674,0,nan
Anim_02675,0,nan
Anim_02676,0,nan
Anim_02677,0,nan
Anim_02678,0,nan
Anim_02679,0,nan
Anim_02680,0,nan
Anim_02681,0,nan
Anim_02682,1,nan
Anim_02683,0,nan
Anim_02684,0,nan
Anim_02685,0,nan
Anim_02686,0,nan
Anim_02687,0,nan
Anim_02688,1,nan
Anim_02689,0,nan
Anim_02690,0,nan
Anim_02691,0,nan
Anim_02692,0,nan
Anim_02693,0,nan
Anim_02694,0,nan
Anim_02695,1,nan
Anim_02696,1,nan
Anim_02697,0,nan
Anim_02698,0,nan
Anim_02699,1,nan
Anim_02700,0,nan
Anim_02701,0,nan
Anim_02702,0,nan
Anim_02703,0,nan
Anim_02704,0,nan
Anim_02705,1,nan
Anim_02706,0,nan
Anim_02707,0,nan
Anim_02708,0,nan
Anim_02709,0,nan
Anim_02710,0,nan
Anim_02711,0,nan
Anim_02712,0,nan
Anim_02713,0,nan
Anim_02714,1,nan
Anim_02715,0,nan
Anim_02716,1,nan
Anim_02717,0,nan
Anim_02718,0,nan
Anim_02719,1,nan
Anim_02720,0,nan
Anim_02721,0,nan
Anim_02722,0,nan
Anim_02723,1,nan
Anim_02724,0,nan
Anim_02725,0,nan
Anim_02726,0,nan
Anim_02727,0,nan
Anim_02728,0,nan
Anim_02729,1,nan
Anim_02730,0,nan
Anim_02731,0,nan
Anim_02732,0,nan
Anim_02733,0,nan
Anim_02734,0,nan
Anim_02735,0,nan
Anim_02736,0,nan
Anim_02737,0,nan
Anim_02738,0,nan
Anim_02739,1,nan
Anim_02740,0,nan
Anim_02741,0,nan
Anim_02742,0,nan
Anim_02743,0,nan
Anim_02744,0,nan
Anim_02745,0,nan
Anim_02746,0,nan
Anim_02747,0,nan
Anim_02748,0,nan
Anim_02749,0,nan
Anim_02750,1,nan
Anim_02751,0,nan
Anim_02752,0,nan
Anim_02753,0,nan
Anim_02754,0,nan
Anim_02755,0,nan
Anim_02756,0,nan
Anim_02757,0,nan
Anim_02758,0,nan
Anim_02759,1,nan
Anim_02760,0,nan
Anim_02761,0,nan
Anim_02762,0,nan
Anim_02763,1,nan
Anim_02764,0,nan
Anim_02765,0,nan
Anim_02766,0,nan
Anim_02767,0,nan
Anim_02768,0,nan
Anim_02769,0,nan
Anim_02770,0,nan
Anim_02771,1,nan
Anim_02772,0,nan
Anim_02773,1,nan
Anim_02774,0,nan
Anim_02775,0,nan
Anim_02776,1,nan
Anim_02777,0,nan
Anim_02778,0,nan
Anim_02779,0,nan
Anim_02780,0,nan
Anim_02781,0,nan
Anim_02782,1,nan
Anim_02783,0,nan
Anim_02784,0,nan
Anim_02785,1,nan
Anim_02786,0,nan
Anim_02787,0,nan
Anim_02788,1,nan
Anim_02789,0,nan
Anim_02790,0,nan
Anim_02791,0,nan
Anim_02792,0,nan
Anim_02793,0,nan
Anim_02794,1,nan
Anim_02795,0,nan
Anim_02796,1,nan
Anim_02797,0,nan
Anim_02798,0,nan
Anim_02799,0,nan
Anim_02800,0,nan
Anim_02801,0,nan
Anim_02802,1,nan
Anim_02803,0,nan
Anim_02804,0,nan
Anim_02805,0,nan
Anim_02806,1,nan
Anim_02807,0,nan
Anim_02808,0,nan
Anim_02809,1,nan
Anim_02810,0,nan
Anim_02811,1,nan
Anim_02812,0,nan
Anim_02813,0,nan
Anim_02814,0,nan
Anim_02815,0,nan
Anim_02816,0,nan
Anim_02817,0,nan
Anim_02818,0,nan
Anim_02819,0,nan
Anim_02820,0,nan
Anim_02821,0,nan
Anim_02822,0,nan
Anim_02823,0,nan
Anim_02824,0,nan
Anim_02825,0,nan
Anim_02826,1,nan
Anim_02827,1,nan
Anim_02828,0,nan
Anim_02829,0,nan
Anim_02830,0,nan
Anim_02831,1,nan
Anim_02832,0,nan
Anim_02833,0,nan
Anim_02834,0,nan
Anim_02835,0,nan
Anim_02836,0,nan
Anim_02837,0,nan
Anim_02838,0,nan
Anim_02839,1,nan
Anim_02840,0,nan
Anim_02841,1,nan
Anim_02842,0,nan
Anim_02843,0,nan
Anim_02844,0,nan
Anim_02845,0,nan
Anim_02846,0,nan
Anim_02847,0,nan
Anim_02848,1,nan
Anim_02849,0,nan
Anim_02850,0,nan
Anim_02851,0,nan
Anim_02852,0,nan
Anim_02853,0,nan
Anim_02854,1,nan
Anim_02855,0,nan
Anim_02856,0,nan
Anim_02857,1,nan
Anim_02858,1,nan
Anim_02859,0,nan
Anim_02860,0,nan
Anim_02861,0,nan
Anim_02862,0,nan
Anim_02863,1,nan
Anim_02864,0,nan
Anim_02865,0,nan
Anim_02866,1,nan
Anim_02867,0,nan
Anim_02868,0,nan
Anim_02869,0,nan
Anim_02870,0,nan
Anim_02871,0,nan
Anim_02872,0,nan
Anim_02873,0,nan
Anim_02874,0,nan
Anim_02875,0,nan
Anim_02876,0,nan
Anim_02877,0,nan
Anim_02878,0,nan
Anim_02879,0,nan
Anim_02880,0,nan
Anim_02881,0,nan
Anim_02882,1,nan
Anim_02883,1,nan
Anim_02884,0,nan
Anim_02885,0,nan
Anim_02886,1,nan
Anim_02887,0,nan
Anim_02888,0,nan
Anim_02889,0,nan
Anim_02890,0,nan
Anim_02891,0,nan
Anim_02892,0,nan
Anim_02893,1,nan
Anim_02894,0,nan
Anim_02895,1,nan
Anim_02896,0,nan
Anim_02897,0,nan
Anim_02898,1,nan
Anim_02899,0,nan
Anim_02900,0,nan
Anim_02901,0,nan
Anim_02902,1,nan
Anim_02903,0,nan
Anim_02904,0,nan
Anim_02905,0,nan
Anim_02906,0,nan
Anim_02907,0,nan
Anim_02908,0,nan
Anim_02909,0,nan
Anim_02910,0,nan
Anim_02911,0,nan
Anim_02912,0,nan
Anim_02913,0,nan
Anim_02914,0,nan
Anim_02915,0,nan
Anim_02916,0,nan
Anim_02917,0,nan
Anim_02918,0,nan
Anim_02919,0,nan
Anim_02920,1,nan
Anim_02921,0,nan
Anim_02922,0,nan
Anim_02923,0,nan
Anim_02924,0,nan
Anim_02925,0,nan
Anim_02926,0,nan
Anim_02927,0,nan
Anim_02928,0,nan
Anim_02929,1,nan
Anim_02930,1,nan
Anim_02931,0,nan
Anim_02932,0,nan
Anim_02933,0,nan
Anim_02934,0,nan
Anim_02935,0,nan
Anim_02936,1,nan
Anim_02937,0,nan
Anim_02938,0,nan
Anim_02939,0,nan
Anim_02940,0,nan
Anim_02941,0,nan
Anim_02942,0,nan
Anim_02943,0,nan
Anim_02944,0,nan
Anim_02945,1,nan
Anim_02946,0,nan
Anim_02947,0,nan
Anim_02948,0,nan
Anim_02949,0,nan
Anim_02950,1,nan
Anim_02951,0,nan
Anim_02952,0,nan
Anim_02953,0,nan
Anim_02954,1,nan
Anim_02955,1,nan
Anim_02956,1,nan
Anim_02957,0,nan
Anim_02958,0,nan
Anim_02959,0,nan
Anim_02960,0,nan
Anim_02961,0,nan
Anim_02962,0,nan
Anim_02963,0,nan
Anim_02964,0,nan
Anim_02965,0,nan
Anim_02966,0,nan
Anim_02967,0,nan
Anim_02968,0,nan
Anim_02969,1,nan
Anim_02970,0,nan
Anim_02971,0,nan
Anim_02972,1,nan
Anim_02973,0,nan
Anim_02974,0,nan
Anim_02975,0,nan
Anim_02976,0,nan
Anim_02977,0,nan
Anim_02978,0,nan
Anim_02979,0,nan
Anim_02980,0,nan
Anim_02981,1,nan
Anim_02982,1,nan
Anim_02983,1,nan
Anim_02984,1,nan
Anim_02985,0,nan
Anim_02986,0,nan
Anim_02987,1,nan
Anim_02988,0,nan
Anim_02989,0,nan
Anim_02990,0,nan
Anim_02991,1,nan
Anim_02992,0,nan
Anim_02993,0,nan
Anim_02994,0,nan
Anim_02995,0,nan
Anim_02996,0,nan
Anim_02997,0,nan
Anim_02998,0,nan
Anim_02999,1,nan
Anim_03000,0,nan
Anim_03001,0,nan
Anim_03002,0,nan
Anim_03003,0,nan
Anim_03004,0,nan
Anim_03005,0,nan
Anim_03006,0,nan
Anim_03007,0,nan
Anim_03008,0,nan
Anim_03009,0,nan
Anim_03010,0,nan
Anim_03011,0,nan
Anim_03012,0,nan
Anim_03013,0,nan
Anim_03014,0,nan
Anim_03015,0,nan
Anim_03016,1,nan
Anim_03017,0,nan
Anim_03018,1,nan
Anim_03019,0,nan
Anim_03020,1,nan
Anim_03021,0,nan
Anim_03022,1,nan
Anim_03023,0,nan
Anim_03024,0,nan
Anim_03025,0,nan
Anim_03026,0,nan
Anim_03027,0,nan
Anim_03028,0,nan
Anim_03029,0,nan
Anim_03030,0,nan
Anim_03031,0,nan
Anim_03032,0,nan
Anim_03033,0,nan
Anim_03034,1,nan
Anim_03035,0,nan
Anim_03036,0,nan
Anim_03037,0,nan
Anim_03038,1,nan
Anim_03039,0,nan
Anim_03040,1,nan
Anim_03041,0,nan
Anim_03042,0,nan
Anim_03043,0,nan
Anim_03044,0,nan
Anim_03045,0,nan
Anim_03046,0,nan
Anim_03047,0,nan
Anim_03048,0,nan
Anim_03049,0,nan
Anim_03050,0,nan
Anim_03051,0,nan
Anim_03052,0,nan
Anim_03053,0,nan
Anim_03054,0,nan
Anim_03055,0,nan
Anim_03056,0,nan
Anim_03057,0,nan
Anim_03058,0,nan
Anim_03059,1,nan
Anim_03060,0,nan
Anim_03061,1,nan
Anim_03062,0,nan
Anim_03063,0,nan
Anim_03064,1,nan
Anim_03065,0,nan
Anim_03066,0,nan
Anim_03067,0,nan
Anim_03068,0,nan
Anim_03069,0,nan
Anim_03070,0,nan
Anim_03071,1,nan
Anim_03072,1,nan
Anim_03073,0,nan
Anim_03074,0,nan
Anim_03075,1,nan
Anim_03076,0,nan
Anim_03077,0,nan
Anim_03078,0,nan
Anim_03079,0,nan
Anim_03080,0,nan
Anim_03081,0,nan
Anim_03082,0,nan
Anim_03083,0,nan
Anim_03084,0,nan
Anim_03085,1,nan
Anim_03086,0,nan
Anim_03087,1,nan
Anim_03088,0,nan
Anim_03089,0,nan
Anim_03090,1,nan
Anim_03091,0,nan
Anim_03092,1,nan
Anim_03093,1,nan
Anim_03094,0,nan
Anim_03095,0,nan
Anim_03096,0,nan
Anim_03097,1,nan
Anim_03098,0,nan
Anim_03099,1,nan
Anim_03100,0,nan
Anim_03101,1,nan
Anim_03102,1,nan
Anim_03103,1,nan
Anim_03104,0,nan
Anim_03105,0,nan
Anim_03106,0,nan
Anim_03107,0,nan
Anim_03108,0,nan
Anim_03109,1,nan
Anim_03110,0,nan
Anim_03111,0,nan
Anim_03112,0,nan
Anim_03113,0,nan
Anim_03114,0,nan
Anim_03115,0,nan
Anim_03116,0,nan
Anim_03117,0,nan
Anim_03118,0,nan
Anim_03119,1,nan
Anim_03120,1,nan
Anim_03121,0,nan
Anim_03122,0,nan
Anim_03123,0,nan
Anim_03124,0,nan
Anim_03125,1,nan
Anim_03126,0,nan
Anim_03127,0,nan
Anim_03128,1,nan
Anim_03129,0,nan
Anim_03130,0,nan
Anim_03131,1,nan
Anim_03132,0,nan
Anim_03133,0,nan
Anim_03134,0,nan
Anim_03135,0,nan
Anim_03136,0,nan
Anim_03137,1,nan
Anim_03138,0,nan
Anim_03139,1,nan
Anim_03140,0,nan
Anim_03141,0,nan
Anim_03142,0,nan
Anim_03143,0,nan
Anim_03144,0,nan
Anim_03145,0,nan
Anim_03146,0,nan
Anim_03147,0,nan
Anim_03148,0,nan
Anim_03149,0,nan
Anim_03150,0,nan
Anim_03151,0,nan
Anim_03152,0,nan
Anim_03153,0,nan
Anim_03154,0,nan
Anim_03155,0,nan
Anim_03156,0,nan
Anim_03157,0,nan
Anim_03158,1,nan
Anim_03159,0,nan
Anim_03160,1,nan
Anim_03161,0,nan
Anim_03162,0,nan
Anim_03163,0,nan
Anim_03164,0,nan
Anim_03165,1,nan
Anim_03166,0,nan
Anim_03167,0,nan
Anim_03168,1,nan
Anim_03169,0,nan
Anim_03170,1,nan
Anim_03171,0,nan
Anim_03172,0,nan
Anim_03173,0,nan
Anim_03174,0,nan
Anim_03175,1,nan
Anim_03176,0,nan
Anim_03177,1,nan
Anim_03178,0,nan
Anim_03179,1,nan
Anim_03180,0,nan
Anim_03181,0,nan
Anim_03182,0,nan
Anim_03183,0,nan
Anim_03184,0,nan
Anim_03185,0,nan
Anim_03186,0,nan
Anim_03187,0,nan
Anim_03188,0,nan
Anim_03189,0,nan
Anim_03190,0,nan
Anim_03191,0,nan
Anim_03192,0,nan
Anim_03193,0,nan
Anim_03194,0,nan
Anim_03195,1,nan
Anim_03196,0,nan
Anim_03197,0,nan
Anim_03198,0,nan
Anim_03199,1,nan
Anim_03200,0,nan
Anim_03201,0,nan
Anim_03202,1,nan
Anim_03203,0,nan
Anim_03204,0,nan
Anim_03205,0,nan
Anim_03206,0,nan
Anim_03207,0,nan
Anim_03208,0,nan
Anim_03209,0,nan
Anim_03210,1,nan
Anim_03211,0,nan
Anim_03212,0,nan
Anim_03213,0,nan
Anim_03214,0,nan
Anim_03215,1,nan
Anim_03216,0,nan
Anim_03217,0,nan
Anim_03218,1,nan
Anim_03219,0,nan
Anim_03220,1,nan
Anim_03221,0,nan
Anim_03222,0,nan
Anim_03223,0,nan
Anim_03224,0,nan
Anim_03225,0,nan
Anim_03226,0,nan
Anim_03227,0,nan
Anim_03228,0,nan
Anim_03229,0,nan
Anim_03230,0,nan
Anim_03231,0,nan
Anim_03232,0,nan
Anim_03233,0,nan
Anim_03234,1,nan
Anim_03235,0,nan
Anim_03236,0,nan
Anim_03237,1,nan
Anim_03238,1,nan
Anim_03239,1,nan
Anim_03240,0,nan
Anim_03241,0,nan
Anim_03242,0,nan
Anim_03243,0,nan
Anim_03244,1,nan
Anim_03245,1,nan
Anim_03246,0,nan
Anim_03247,0,nan
Anim_03248,0,nan
Anim_03249,1,nan
Anim_03250,0,nan
Anim_03251,0,nan
Anim_03252,0,nan
Anim_03253,0,nan
Anim_03254,0,nan
Anim_03255,0,nan
Anim_03256,1,nan
Anim_03257,1,nan
Anim_03258,0,nan
Anim_03259,0,nan
Anim_03260,0,nan
Anim_03261,0,nan
Anim_03262,1,nan
Anim_03263,0,nan
Anim_03264,0,nan
Anim_03265,0,nan
Anim_03266,0,nan
Anim_03267,0,nan
Anim_03268,0,nan
Anim_03269,0,nan
Anim_03270,1,nan
Anim_03271,0,nan
Anim_03272,0,nan
Anim_03273,0,nan
Anim_03274,0,nan
Anim_03275,0,nan
Anim_03276,0,nan
Anim_03277,0,nan
Anim_03278,0,nan
Anim_03279,0,nan
Anim_03280,0,nan
Anim_03281,1,nan
Anim_03282,0,nan
Anim_03283,0,nan
Anim_03284,0,nan
Anim_03285,0,nan
Anim_03286,0,nan
Anim_03287,0,nan
Anim_03288,0,nan
Anim_03289,0,nan
Anim_03290,0,nan
Anim_03291,1,nan
Anim_03292,0,nan
Anim_03293,0,nan
Anim_03294,0,nan
Anim_03295,0,nan
Anim_03296,0,nan
Anim_03297,1,nan
Anim_03298,0,nan
Anim_03299,0,nan
Anim_03300,0,nan
Anim_03301,0,nan
Anim_03302,0,nan
Anim_03303,1,nan
Anim_03304,0,nan
Anim_03305,0,nan
Anim_03306,1,nan
Anim_03307,1,nan
Anim_03308,0,nan
Anim_03309,0,nan
Anim_03310,0,nan
Anim_03311,0,nan
Anim_03312,0,nan
Anim_03313,1,nan
Anim_03314,0,nan
Anim_03315,1,nan
Anim_03316,1,nan
Anim_03317,1,nan
Anim_03318,0,nan
Anim_03319,0,nan
Anim_03320,0,nan
Anim_03321,0,nan
Anim_03322,0,nan
Anim_03323,1,nan
Anim_03324,0,nan
Anim_03325,1,nan
Anim_03326,0,nan
Anim_03327,1,nan
Anim_03328,0,nan
Anim_03329,1,nan
Anim_03330,0,nan
Anim_03331,1,nan
Anim_03332,0,nan
Anim_03333,0,nan
Anim_03334,0,nan
Anim_03335,0,nan
Anim_03336,0,nan
Anim_03337,0,nan
Anim_03338,0,nan
Anim_03339,0,nan
Anim_03340,1,nan
Anim_03341,0,nan
Anim_03342,0,nan
Anim_03343,0,nan
Anim_03344,0,nan
Anim_03345,0,nan
Anim_03346,0,nan
Anim_03347,0,nan
Anim_03348,0,nan
Anim_03349,0,nan
Anim_03350,0,nan
Anim_03351,0,nan
Anim_03352,1,nan
Anim_03353,0,nan
Anim_03354,0,nan
Anim_03355,1,nan
Anim_03356,0,nan
Anim_03357,0,nan
Anim_03358,0,nan
Anim_03359,0,nan
Anim_03360,1,nan
Anim_03361,0,nan
Anim_03362,0,nan
Anim_03363,1,nan
Anim_03364,0,nan
Anim_03365,0,nan
Anim_03366,0,nan
Anim_03367,0,nan
Anim_03368,0,nan
Anim_03369,0,nan
Anim_03370,0,nan
Anim_03371,0,nan
Anim_03372,1,nan
Anim_03373,0,nan
Anim_03374,0,nan
Anim_03375,0,nan
Anim_03376,0,nan
Anim_03377,0,nan
Anim_03378,0,nan
Anim_03379,0,nan
Anim_03380,0,nan
Anim_03381,0,nan
Anim_03382,0,nan
Anim_03383,0,nan
Anim_03384,0,nan
Anim_03385,0,nan
Anim_03386,0,nan
Anim_03387,0,nan
Anim_03388,0,nan
Anim_03389,0,nan
Anim_03390,1,nan
Anim_03391,0,nan
Anim_03392,0,nan
Anim_03393,0,nan
Anim_03394,0,nan
Anim_03395,0,nan
Anim_03396,0,nan
Anim_03397,1,nan
Anim_03398,0,nan
Anim_03399,0,nan
Anim_03400,0,nan
Anim_03401,0,nan
Anim_03402,0,nan
Anim_03403,0,nan
Anim_03404,0,nan
Anim_03405,0,nan
Anim_03406,0,nan
Anim_03407,0,nan
Anim_03408,0,nan
Anim_03409,0,nan
Anim_03410,0,nan
Anim_03411,0,nan
Anim_03412,0,nan
Anim_03413,0,nan
Anim_03414,1,nan
Anim_03415,1,nan
Anim_03416,1,nan
Anim_03417,1,nan
Anim_03418,0,nan
Anim_03419,0,nan
Anim_03420,1,nan
Anim_03421,1,nan
Anim_03422,0,nan
Anim_03423,0,nan
Anim_03424,0,nan
Anim_03425,0,nan
Anim_03426,0,nan
Anim_03427,0,nan
Anim_03428,1,nan
Anim_03429,0,nan
Anim_03430,0,nan
Anim_03431,0,nan
Anim_03432,0,nan
Anim_03433,0,nan
Anim_03434,0,nan
Anim_03435,0,nan
Anim_03436,0,nan
Anim_03437,1,nan
Anim_03438,1,nan
Anim_03439,0,nan
Anim_03440,0,nan
Anim_03441,0,nan
Anim_03442,0,nan
Anim_03443,0,nan
Anim_03444,0,nan
Anim_03445,0,nan
Anim_03446,0,nan
Anim_03447,0,nan
Anim_03448,1,nan
Anim_03449,0,nan
Anim_03450,0,nan
Anim_03451,0,nan
Anim_03452,0,nan
Anim_03453,0,nan
Anim_03454,0,nan
Anim_03455,0,nan
Anim_03456,1,nan
Anim_03457,0,nan
Anim_03458,0,nan
Anim_03459,1,nan
Anim_03460,0,nan
Anim_03461,0,nan
Anim_03462,0,nan
Anim_03463,1,nan
Anim_03464,0,nan
Anim_03465,0,nan
Anim_03466,1,nan
Anim_03467,0,nan
Anim_03468,1,nan
Anim_03469,0,nan
Anim_03470,0,nan
Anim_03471,1,nan
Anim_03472,0,nan
Anim_03473,0,nan
Anim_03474,0,nan
Anim_03475,0,nan
Anim_03476,1,nan
Anim_03477,0,nan
Anim_03478,0,nan
Anim_03479,0,nan
Anim_03480,0,nan
Anim_03481,0,nan
Anim_03482,0,nan
Anim_03483,0,nan
Anim_03484,1,nan
Anim_03485,0,nan
Anim_03486,0,nan
Anim_03487,0,nan
Anim_03488,0,nan
Anim_03489,0,nan
Anim_03490,0,nan
Anim_03491,0,nan
Anim_03492,1,nan
Anim_03493,0,nan
Anim_03494,0,nan
Anim_03495,0,nan
Anim_03496,0,nan
Anim_03497,0,nan
Anim_03498,0,nan
Anim_03499,1,nan
Anim_03500,1,nan
Anim_03501,1,nan
Anim_03502,0,nan
Anim_03503,0,nan
Anim_03504,0,nan
Anim_03505,0,nan
Anim_03506,0,nan
Anim_03507,0,nan
Anim_03508,1,nan
Anim_03509,0,nan
Anim_03510,0,nan
Anim_03511,0,nan
Anim_03512,0,nan
Anim_03513,1,nan
Anim_03514,1,nan
Anim_03515,1,nan
Anim_03516,0,nan
Anim_03517,1,nan
Anim_03518,0,nan
Anim_03519,0,nan
Anim_03520,0,nan
Anim_03521,0,nan
Anim_03522,0,nan
Anim_03523,0,nan
Anim_03524,0,nan
Anim_03525,0,nan
Anim_03526,1,nan
Anim_03527,0,nan
Anim_03528,0,nan
Anim_03529,0,nan
Anim_03530,0,nan
Anim_03531,1,nan
Anim_03532,0,nan
Anim_03533,0,nan
Anim_03534,0,nan
Anim_03535,1,nan
Anim_03536,0,nan
Anim_03537,0,nan
Anim_03538,0,nan
Anim_03539,0,nan
Anim_03540,0,nan
Anim_03541,0,nan
Anim_03542,0,nan
Anim_03543,0,nan
Anim_03544,0,nan
Anim_03545,0,nan
Anim_03546,0,nan
Anim_03547,0,nan
Anim_03548,0,nan
Anim_03549,0,nan
Anim_03550,0,nan
Anim_03551,0,nan
Anim_03552,0,nan
Anim_03553,0,nan
Anim_03554,0,nan
Anim_03555,0,nan
Anim_03556,1,nan
Anim_03557,0,nan
Anim_03558,0,nan
Anim_03559,1,nan
Anim_03560,1,nan
Anim_03561,0,nan
Anim_03562,0,nan
Anim_03563,0,nan
Anim_03564,0,nan
Anim_03565,0,nan
Anim_03566,0,nan
Anim_03567,1,nan
Anim_03568,0,nan
Anim_03569,0,nan
Anim_03570,0,nan
Anim_03571,0,nan
Anim_03572,0,nan
Anim_03573,0,nan
Anim_03574,0,nan
Anim_03575,0,nan
Anim_03576,0,nan
Anim_03577,0,nan
Anim_03578,0,nan
Anim_03579,1,nan
Anim_03580,1,nan
Anim_03581,0,nan
Anim_03582,0,nan
Anim_03583,0,nan
Anim_03584,0,nan
Anim_03585,0,nan
Anim_03586,0,nan
Anim_03587,0,nan
Anim_03588,0,nan
Anim_03589,0,nan
Anim_03590,0,nan
Anim_03591,0,nan
Anim_03592,0,nan
Anim_03593,0,nan
Anim_03594,0,nan
Anim_03595,0,nan
Anim_03596,0,nan
Anim_03597,0,nan
Anim_03598,0,nan
Anim_03599,0,nan
Anim_03600,0,nan
Anim_03601,0,nan
Anim_03602,0,nan
Anim_03603,0,nan
Anim_03604,0,nan
Anim_03605,0,nan
Anim_03606,0,nan
Anim_03607,0,nan
Anim_03608,0,nan
Anim_03609,0,nan
Anim_03610,0,nan
Anim_03611,1,nan
Anim_03612,1,nan
Anim_03613,0,nan
Anim_03614,0,nan
Anim_03615,0,nan
Anim_03616,0,nan
Anim_03617,0,nan
Anim_03618,0,nan
Anim_03619,0,nan
Anim_03620,0,nan
Anim_03621,0,nan
Anim_03622,0,nan
Anim_03623,1,nan
Anim_03624,0,nan
Anim_03625,0,nan
Anim_03626,0,nan
Anim_03627,0,nan
Anim_03628,0,nan
Anim_03629,1,nan
Anim_03630,0,nan
Anim_03631,0,nan
Anim_03632,0,nan
Anim_03633,0,nan
Anim_03634,0,nan
Anim_03635,0,nan
Anim_03636,0,nan
Anim_03637,0,nan
Anim_03638,0,nan
Anim_03639,0,nan
Anim_03640,1,nan
Anim_03641,1,nan
Anim_03642,1,nan
Anim_03643,0,nan
Anim_03644,0,nan
Anim_03645,0,nan
Anim_03646,1,nan
Anim_03647,0,nan
Anim_03648,0,nan
Anim_03649,1,nan
Anim_03650,0,nan
Anim_03651,0,nan
Anim_03652,0,nan
Anim_03653,0,nan
Anim_03654,0,nan
Anim_03655,0,nan
Anim_03656,0,nan
Anim_03657,1,nan
Anim_03658,0,nan
Anim_03659,1,nan
Anim_03660,1,nan
Anim_03661,1,nan
Anim_03662,1,nan
Anim_03663,1,nan
Anim_03664,1,nan
Anim_03665,1,nan
Anim_03666,0,nan
Anim_03667,0,nan
Anim_03668,0,nan
Anim_03669,1,nan
Anim_03670,0,nan
Anim_03671,0,nan
Anim_03672,0,nan
Anim_03673,0,nan
Anim_03674,0,nan
Anim_03675,0,nan
Anim_03676,0,nan
Anim_03677,0,nan
Anim_03678,0,nan
Anim_03679,0,nan
Anim_03680,0,nan
Anim_03681,0,nan
Anim_03682,0,nan
Anim_03683,0,nan
Anim_03684,0,nan
Anim_03685,0,nan
Anim_03686,0,nan
Anim_03687,0,nan
Anim_03688,0,nan
Anim_03689,0,nan
Anim_03690,0,nan
Anim_03691,0,nan
Anim_03692,0,nan
Anim_03693,0,nan
Anim_03694,0,nan
Anim_03695,0,nan
Anim_03696,0,nan
Anim_03697,1,nan
Anim_03698,0,nan
Anim_03699,0,nan
Anim_03700,0,nan
Anim_03701,1,nan
Anim_03702,0,nan
Anim_03703,0,nan
Anim_03704,0,nan
Anim_03705,0,nan
Anim_03706,0,nan
Anim_03707,0,nan
Anim_03708,1,nan
Anim_03709,0,nan
Anim_03710,0,nan
Anim_03711,0,nan
Anim_03712,0,nan
Anim_03713,0,nan
Anim_03714,0,nan
Anim_03715,0,nan
Anim_03716,0,nan
Anim_03717,1,nan
Anim_03718,0,nan
Anim_03719,0,nan
Anim_03720,0,nan
Anim_03721,0,nan
Anim_03722,0,nan
Anim_03723,0,nan
Anim_03724,1,nan
Anim_03725,0,nan
Anim_03726,1,nan
Anim_03727,0,nan
Anim_03728,1,nan
Anim_03729,0,nan
Anim_03730,0,nan
Anim_03731,0,nan
Anim_03732,0,nan
Anim_03733,0,nan
Anim_03734,1,nan
Anim_03735,0,nan
Anim_03736,0,nan
Anim_03737,0,nan
Anim_03738,1,nan
Anim_03739,0,nan
Anim_03740,0,nan
Anim_03741,0,nan
Anim_03742,0,nan
Anim_03743,1,nan
Anim_03744,0,nan
Anim_03745,0,nan
Anim_03746,0,nan
Anim_03747,0,nan
Anim_03748,0,nan
Anim_03749,0,nan
Anim_03750,0,nan
Anim_03751,0,nan
Anim_03752,0,nan
Anim_03753,0,nan
Anim_03754,0,nan
Anim_03755,0,nan
Anim_03756,0,nan
Anim_03757,0,nan
Anim_03758,0,nan
Anim_03759,0,nan
Anim_03760,0,nan
Anim_03761,0,nan
Anim_03762,1,nan
Anim_03763,0,nan
Anim_03764,0,nan
Anim_03765,0,nan
Anim_03766,0,nan
Anim_03767,1,nan
Anim_03768,0,nan
Anim_03769,0,nan
Anim_03770,0,nan
Anim_03771,1,nan
Anim_03772,0,nan
Anim_03773,0,nan
Anim_03774,1,nan
Anim_03775,0,nan
Anim_03776,0,nan
Anim_03777,0,nan
Anim_03778,0,nan
Anim_03779,0,nan
Anim_03780,0,nan
Anim_03781,0,nan
Anim_03782,0,nan
Anim_03783,0,nan
Anim_03784,0,nan
Anim_03785,0,nan
Anim_03786,0,nan
Anim_03787,1,nan
Anim_03788,0,nan
Anim_03789,0,nan
Anim_03790,0,nan
Anim_03791,0,nan
Anim_03792,0,nan
Anim_03793,0,nan
Anim_03794,0,nan
Anim_03795,0,nan
Anim_03796,0,nan
Anim_03797,0,nan
Anim_03798,0,nan
Anim_03799,0,nan
Anim_03800,0,nan
Anim_03801,0,nan
Anim_03802,0,nan
Anim_03803,0,nan
Anim_03804,0,nan
Anim_03805,0,nan
Anim_03806,0,nan
Anim_03807,0,nan
Anim_03808,1,nan
Anim_03809,1,nan
Anim_03810,0,nan
Anim_03811,1,nan
Anim_03812,1,nan
